yourlist:M202107026320BA52A5CE8FCD097CB85A53697A350ADA8BD	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Dnm1l	O00429	DNM1L_HUMAN	reviewed	Dynamin-1-like protein (EC 3.6.5.5) (Dnm1p/Vps1p-like protein) (DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV) (HdynIV) (Dynamin-related protein 1)	DNM1L DLP1 DRP1	Homo sapiens (Human)	736
Dpp6	P42658	DPP6_HUMAN	reviewed	Dipeptidyl aminopeptidase-like protein 6 (DPPX) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI)	DPP6	Homo sapiens (Human)	865
Dst	Q03001	DYST_HUMAN	reviewed	Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein)	DST BP230 BP240 BPAG1 DMH DT KIAA0728	Homo sapiens (Human)	7570
Epb41l3	Q9Y2J2	E41L3_HUMAN	reviewed	Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]	EPB41L3 DAL1 KIAA0987	Homo sapiens (Human)	1087
Hsp90b1	P14625	ENPL_HUMAN	reviewed	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)	HSP90B1 GRP94 TRA1	Homo sapiens (Human)	803
Epdr1	Q9UM22	EPDR1_HUMAN	reviewed	Mammalian ependymin-related protein 1 (MERP-1) (Upregulated in colorectal cancer gene 1 protein)	EPDR1 MERP1 UCC1	Homo sapiens (Human)	224
Fam114a2	Q9NRY5	F1142_HUMAN	reviewed	Protein FAM114A2	FAM114A2 C5orf3	Homo sapiens (Human)	505
Tsta3	Q13630	FCL_HUMAN	reviewed	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1)	GFUS SDR4E1 TSTA3	Homo sapiens (Human)	321
Ganab	Q14697	GANAB_HUMAN	reviewed	Neutral alpha-glucosidase AB (EC 3.2.1.207) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	GANAB G2AN KIAA0088	Homo sapiens (Human)	944
Gnb4	Q9HAV0	GBB4_HUMAN	reviewed	Guanine nucleotide-binding protein subunit beta-4 (Transducin beta chain 4)	GNB4	Homo sapiens (Human)	340
Hspa5	P11021	BIP_HUMAN	reviewed	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	HSPA5 GRP78	Homo sapiens (Human)	654
Hdac6	Q9UBN7	HDAC6_HUMAN	reviewed	Histone deacetylase 6 (HD6) (EC 3.5.1.98) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	HDAC6 KIAA0901 JM21	Homo sapiens (Human)	1215
Alad	P13716	HEM2_HUMAN	reviewed	Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	ALAD	Homo sapiens (Human)	330
Hibch	Q6NVY1	HIBCH_HUMAN	reviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)	HIBCH	Homo sapiens (Human)	386
Hnrpll	Q8WVV9	HNRLL_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein L-like (hnRNPLL) (Stromal RNA-regulating factor)	HNRNPLL HNRPLL SRRF BLOCK24	Homo sapiens (Human)	542
Huwe1	Q7Z6Z7	HUWE1_HUMAN	reviewed	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272	Homo sapiens (Human)	4374
Hyou1	Q9Y4L1	HYOU1_HUMAN	reviewed	Hypoxia up-regulated protein 1 (150 kDa oxygen-regulated protein) (ORP-150) (170 kDa glucose-regulated protein) (GRP-170)	HYOU1 GRP170 ORP150	Homo sapiens (Human)	999
Ide	P14735	IDE_HUMAN	reviewed	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	IDE	Homo sapiens (Human)	1019
Eif4h	Q15056	IF4H_HUMAN	reviewed	Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosomal region 1 protein)	EIF4H KIAA0038 WBSCR1 WSCR1	Homo sapiens (Human)	248
Impact	Q9P2X3	IMPCT_HUMAN	reviewed	Protein IMPACT (Imprinted and ancient gene protein homolog)	IMPACT	Homo sapiens (Human)	320
Ing5	Q8WYH8	ING5_HUMAN	reviewed	Inhibitor of growth protein 5 (p28ING5)	ING5	Homo sapiens (Human)	240
Lama4	Q16363	LAMA4_HUMAN	reviewed	Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha)	LAMA4	Homo sapiens (Human)	1823
Mag	P20916	MAG_HUMAN	reviewed	Myelin-associated glycoprotein (Siglec-4a)	MAG GMA	Homo sapiens (Human)	626
Map6	Q96JE9	MAP6_HUMAN	reviewed	Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP)	MAP6 KIAA1878	Homo sapiens (Human)	813
Mx1	P20591	MX1_HUMAN	reviewed	Interferon-induced GTP-binding protein Mx1 (Interferon-induced protein p78) (IFI-78K) (Interferon-regulated resistance GTP-binding protein MxA) (Myxoma resistance protein 1) (Myxovirus resistance protein 1) [Cleaved into: Interferon-induced GTP-binding protein Mx1, N-terminally processed]	MX1	Homo sapiens (Human)	662
Myh11	P35749	MYH11_HUMAN	reviewed	Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, smooth muscle isoform) (SMMHC)	MYH11 KIAA0866	Homo sapiens (Human)	1972
Myo1d	O94832	MYO1D_HUMAN	reviewed	Unconventional myosin-Id	MYO1D KIAA0727	Homo sapiens (Human)	1006
Cyb5r3	P00387	NB5R3_HUMAN	reviewed	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form]	CYB5R3 DIA1	Homo sapiens (Human)	301
Ndrg1	Q92597	NDRG1_HUMAN	reviewed	Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42)	NDRG1 CAP43 DRG1 RTP	Homo sapiens (Human)	394
Nid2	Q14112	NID2_HUMAN	reviewed	Nidogen-2 (NID-2) (Osteonidogen)	NID2	Homo sapiens (Human)	1375
Nup214	P35658	NU214_HUMAN	reviewed	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN)	NUP214 CAIN CAN KIAA0023	Homo sapiens (Human)	2090
Opalin	Q96PE5	OPALI_HUMAN	reviewed	Opalin (Oligodendrocytic myelin paranodal and inner loop protein) (Transmembrane protein 10)	OPALIN HTMP10 TMEM10	Homo sapiens (Human)	141
Pycrl	Q53H96	P5CR3_HUMAN	reviewed	Pyrroline-5-carboxylate reductase 3 (P5C reductase 3) (P5CR 3) (EC 1.5.1.2) (Pyrroline-5-carboxylate reductase-like protein)	PYCR3 PYCRL	Homo sapiens (Human)	274
Pla2g4d	Q86XP0	PA24D_HUMAN	reviewed	Cytosolic phospholipase A2 delta (cPLA2-delta) (EC 3.1.1.4) (Phospholipase A2 group IVD)	PLA2G4D	Homo sapiens (Human)	818
Rabggta	Q92696	PGTA_HUMAN	reviewed	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha)	RABGGTA	Homo sapiens (Human)	567
Pi4ka	P42356	PI4KA_HUMAN	reviewed	Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67) (Phosphatidylinositol 4-Kinase III alpha)	PI4KA PIK4 PIK4CA	Homo sapiens (Human)	2102
Ppt1	P50897	PPT1_HUMAN	reviewed	Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	PPT1 CLN1 PPT	Homo sapiens (Human)	306
Ran	P62826	RAN_HUMAN	reviewed	GTP-binding nuclear protein Ran (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)	RAN ARA24 OK/SW-cl.81	Homo sapiens (Human)	216
Rab11a	P62491	RB11A_HUMAN	reviewed	Ras-related protein Rab-11A (Rab-11) (EC 3.6.5.2) (YL8)	RAB11A RAB11	Homo sapiens (Human)	216
Sh3kbp1	Q96B97	SH3K1_HUMAN	reviewed	SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1)	SH3KBP1 CIN85	Homo sapiens (Human)	665
Sh3bgrl	O75368	SH3L1_HUMAN	reviewed	SH3 domain-binding glutamic acid-rich-like protein	SH3BGRL	Homo sapiens (Human)	114
Sh3bgrl3	Q9H299	SH3L3_HUMAN	reviewed	SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1) (SH3BP-1)	SH3BGRL3 P1725	Homo sapiens (Human)	93
Smc3	Q9UQE7	SMC3_HUMAN	reviewed	Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP)	SMC3 BAM BMH CSPG6 SMC3L1	Homo sapiens (Human)	1217
Smyd5	Q6GMV2	SMYD5_HUMAN	reviewed	SET and MYND domain-containing protein 5 (EC 2.1.1.-) (Protein NN8-4AG) (Retinoic acid-induced protein 15)	SMYD5 RAI15	Homo sapiens (Human)	418
Srsf2	Q01130	SRSF2_HUMAN	reviewed	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	SRSF2 SFRS2	Homo sapiens (Human)	221
Cars	P49589	SYCC_HUMAN	reviewed	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	CARS1 CARS	Homo sapiens (Human)	748
Spock2	Q92563	TICN2_HUMAN	reviewed	Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)	SPOCK2 KIAA0275 TICN2 UNQ269/PRO306	Homo sapiens (Human)	424
Tigar	Q9NQ88	TIGAR_HUMAN	reviewed	Fructose-2,6-bisphosphatase TIGAR (EC 3.1.3.46) (TP53-induced glycolysis and apoptosis regulator) (TP53-induced glycolysis regulatory phosphatase)	TIGAR C12orf5	Homo sapiens (Human)	270
Tmem177	Q53S58	TM177_HUMAN	reviewed	Transmembrane protein 177	TMEM177	Homo sapiens (Human)	311
Tmx4	Q9H1E5	TMX4_HUMAN	reviewed	Thioredoxin-related transmembrane protein 4 (Thioredoxin domain-containing protein 13)	TMX4 KIAA1162 TXNDC13 PSEC0095 UNQ475/PRO938	Homo sapiens (Human)	349
Zcchc6	Q5VYS8	TUT7_HUMAN	reviewed	Terminal uridylyltransferase 7 (TUTase 7) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 6)	TUT7 HS2 KIAA1711 ZCCHC6	Homo sapiens (Human)	1495
Ddi1	Q8WTU0	DDI1_HUMAN	reviewed	Protein DDI1 homolog 1 (EC 3.4.23.-)	DDI1	Homo sapiens (Human)	396
Stxbp3	O00186	STXB3_HUMAN	reviewed	Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	STXBP3	Homo sapiens (Human)	592
Tpd52l2	O43399	TPD54_HUMAN	reviewed	Tumor protein D54 (hD54) (Tumor protein D52-like 2)	TPD52L2	Homo sapiens (Human)	206
Gng2	P59768	GBG2_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)	GNG2	Homo sapiens (Human)	71
Lama5	O15230	LAMA5_HUMAN	reviewed	Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha)	LAMA5 KIAA0533 KIAA1907	Homo sapiens (Human)	3695
Prdx6	P30041	PRDX6_HUMAN	reviewed	Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12)	PRDX6 AOP2 KIAA0106	Homo sapiens (Human)	224
Pcp4l1	A6NKN8	PC4L1_HUMAN	reviewed	Purkinje cell protein 4-like protein 1 (PCP4-like protein 1)	PCP4L1 IQM1	Homo sapiens (Human)	68
Tubb3	Q13509	TBB3_HUMAN	reviewed	Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III)	TUBB3 TUBB4	Homo sapiens (Human)	450
Gnai2	P04899	GNAI2_HUMAN	reviewed	Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein)	GNAI2 GNAI2B	Homo sapiens (Human)	355
Hsbp1	O75506	HSBP1_HUMAN	reviewed	Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)	HSBP1 HSF1BP	Homo sapiens (Human)	76
Agfg1	P52594	AGFG1_HUMAN	reviewed	Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein)	AGFG1 HRB RAB RIP	Homo sapiens (Human)	562
Prmt5	O14744	ANM5_HUMAN	reviewed	Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]	PRMT5 HRMT1L5 IBP72 JBP1 SKB1	Homo sapiens (Human)	637
Dnajc7	Q99615	DNJC7_HUMAN	reviewed	DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2) (TPR repeat protein 2)	DNAJC7 TPR2 TTC2	Homo sapiens (Human)	494
Erp44	Q9BS26	ERP44_HUMAN	reviewed	Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)	ERP44 KIAA0573 TXNDC4 UNQ532/PRO1075	Homo sapiens (Human)	406
Foxn3	O00409	FOXN3_HUMAN	reviewed	Forkhead box protein N3 (Checkpoint suppressor 1)	FOXN3 C14orf116 CHES1	Homo sapiens (Human)	490
H2afy	O75367	H2AY_HUMAN	reviewed	Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)	MACROH2A1 H2AFY	Homo sapiens (Human)	372
Ak2	P54819	KAD2_HUMAN	reviewed	Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) [Cleaved into: Adenylate kinase 2, mitochondrial, N-terminally processed]	AK2 ADK2	Homo sapiens (Human)	239
Lamc1,Lamb2	P11047	LAMC1_HUMAN	reviewed	Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma)	LAMC1 LAMB2	Homo sapiens (Human)	1609
Lamb2	P55268	LAMB2_HUMAN	reviewed	Laminin subunit beta-2 (Laminin B1s chain) (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta)	LAMB2 LAMS	Homo sapiens (Human)	1798
Lsamp	Q13449	LSAMP_HUMAN	reviewed	Limbic system-associated membrane protein (LSAMP) (IgLON family member 3)	LSAMP IGLON3 LAMP	Homo sapiens (Human)	338
Plp1	P60201	MYPR_HUMAN	reviewed	Myelin proteolipid protein (PLP) (Lipophilin)	PLP1 PLP	Homo sapiens (Human)	277
Pcbp3	P57721	PCBP3_HUMAN	reviewed	Poly(rC)-binding protein 3 (Alpha-CP3) (PCBP3-overlapping transcript) (PCBP3-overlapping transcript 1)	PCBP3 PCBP3-OT1 PCBP3OT	Homo sapiens (Human)	371
Rabl6	Q3YEC7	RABL6_HUMAN	reviewed	Rab-like protein 6 (GTP-binding protein Parf) (Partner of ARF) (Rab-like protein 1) (RBEL1)	RABL6 C9orf86 PARF	Homo sapiens (Human)	729
Srsf1	Q07955	SRSF1_HUMAN	reviewed	Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3	Homo sapiens (Human)	248
Tubb5	P07437	TBB5_HUMAN	reviewed	Tubulin beta chain (Tubulin beta-5 chain)	TUBB TUBB5 OK/SW-cl.56	Homo sapiens (Human)	444
Tomm34	Q15785	TOM34_HUMAN	reviewed	Mitochondrial import receptor subunit TOM34 (hTom34) (Translocase of outer membrane 34 kDa subunit)	TOMM34 URCC3	Homo sapiens (Human)	309
Ubxn6	Q9BZV1	UBXN6_HUMAN	reviewed	UBX domain-containing protein 6 (UBX domain-containing protein 1)	UBXN6 UBXD1 UBXDC2	Homo sapiens (Human)	441
Tinagl1	Q9GZM7	TINAL_HUMAN	reviewed	Tubulointerstitial nephritis antigen-like (Glucocorticoid-inducible protein 5) (Oxidized LDL-responsive gene 2 protein) (OLRG-2) (Tubulointerstitial nephritis antigen-related protein) (TIN Ag-related protein) (TIN-Ag-RP)	TINAGL1 GIS5 LCN7 OLRG2 TINAGL PP6614 PSEC0088 UNQ204/PRO230	Homo sapiens (Human)	467
Camsap1l1	Q08AD1	CAMP2_HUMAN	reviewed	Calmodulin-regulated spectrin-associated protein 2 (Calmodulin-regulated spectrin-associated protein 1-like protein 1)	CAMSAP2 CAMSAP1L1 KIAA1078	Homo sapiens (Human)	1489
Cnbp	P62633	CNBP_HUMAN	reviewed	Cellular nucleic acid-binding protein (CNBP) (Zinc finger protein 9)	CNBP RNF163 ZNF9	Homo sapiens (Human)	177
Eef2	P13639	EF2_HUMAN	reviewed	Elongation factor 2 (EF-2)	EEF2 EF2	Homo sapiens (Human)	858
Nudc	Q9Y266	NUDC_HUMAN	reviewed	Nuclear migration protein nudC (Nuclear distribution protein C homolog)	NUDC	Homo sapiens (Human)	331
Plxna4	Q9HCM2	PLXA4_HUMAN	reviewed	Plexin-A4	PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003	Homo sapiens (Human)	1894
Slc9a1	P19634	SL9A1_HUMAN	reviewed	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	SLC9A1 APNH1 NHE1	Homo sapiens (Human)	815
Bbc3	Q96PG8	BBC3B_HUMAN	reviewed	Bcl-2-binding component 3, isoforms 3/4 (JFY-1) (p53 up-regulated modulator of apoptosis)	BBC3 PUMA	Homo sapiens (Human)	261
Bbc3	Q9BXH1	BBC3_HUMAN	reviewed	Bcl-2-binding component 3, isoforms 1/2 (JFY-1) (p53 up-regulated modulator of apoptosis)	BBC3 PUMA	Homo sapiens (Human)	193
Hspa9	P38646	GRP75_HUMAN	reviewed	Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)	HSPA9 GRP75 HSPA9B mt-HSP70	Homo sapiens (Human)	679
Nhp2l1	P55769	NH2L1_HUMAN	reviewed	NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (OTK27) (SNU13 homolog) (hSNU13) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]	SNU13 NHP2L1	Homo sapiens (Human)	128
Rap1a	P62834	RAP1A_HUMAN	reviewed	Ras-related protein Rap-1A (EC 3.6.5.2) (C21KG) (G-22K) (GTP-binding protein smg p21A) (Ras-related protein Krev-1)	RAP1A KREV1	Homo sapiens (Human)	184
Tubb2b	Q9BVA1	TBB2B_HUMAN	reviewed	Tubulin beta-2B chain	TUBB2B	Homo sapiens (Human)	445
Tsn	Q15631	TSN_HUMAN	reviewed	Translin (EC 3.1.-.-) (Component 3 of promoter of RISC) (C3PO)	TSN	Homo sapiens (Human)	228
Vps35	Q96QK1	VPS35_HUMAN	reviewed	Vacuolar protein sorting-associated protein 35 (hVPS35) (Maternal-embryonic 3) (Vesicle protein sorting 35)	VPS35 MEM3 TCCCTA00141	Homo sapiens (Human)	796
Myl9	P24844	MYL9_HUMAN	reviewed	Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1)	MYL9 MLC2 MRLC1 MYRL2	Homo sapiens (Human)	172
Lman2l	Q9H0V9	LMA2L_HUMAN	reviewed	VIP36-like protein (Lectin mannose-binding 2-like) (LMAN2-like protein)	LMAN2L VIPL PSEC0028 UNQ368/PRO704	Homo sapiens (Human)	348
Nefl	P07196	NFL_HUMAN	reviewed	Neurofilament light polypeptide (NF-L) (68 kDa neurofilament protein) (Neurofilament triplet L protein)	NEFL NF68 NFL	Homo sapiens (Human)	543
Cpm	P14384	CBPM_HUMAN	reviewed	Carboxypeptidase M (CPM) (EC 3.4.17.12)	CPM	Homo sapiens (Human)	443
Cdkn1b	P46527	CDN1B_HUMAN	reviewed	Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1)	CDKN1B KIP1	Homo sapiens (Human)	198
Nceh1	Q6PIU2	NCEH1_HUMAN	reviewed	Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Arylacetamide deacetylase-like 1)	NCEH1 AADACL1 KIAA1363	Homo sapiens (Human)	408
Arcn1	P48444	COPD_HUMAN	reviewed	Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)	ARCN1 COPD	Homo sapiens (Human)	511
Ctbp2	P56545	CTBP2_HUMAN	reviewed	C-terminal-binding protein 2 (CtBP2)	CTBP2	Homo sapiens (Human)	445
Dclk2	Q8N568	DCLK2_HUMAN	reviewed	Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin domain-containing protein 3B) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)	DCLK2 DCAMKL2 DCDC3B DCK2	Homo sapiens (Human)	766
Dpysl4	O14531	DPYL4_HUMAN	reviewed	Dihydropyrimidinase-related protein 4 (DRP-4) (Collapsin response mediator protein 3) (CRMP-3) (UNC33-like phosphoprotein 4) (ULIP-4)	DPYSL4 CRMP3 ULIP4	Homo sapiens (Human)	572
Ddx39b	Q13838	DX39B_HUMAN	reviewed	Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)	DDX39B BAT1 UAP56	Homo sapiens (Human)	428
Fxr1	P51114	FXR1_HUMAN	reviewed	Fragile X mental retardation syndrome-related protein 1 (hFXR1p)	FXR1	Homo sapiens (Human)	621
Gdpgp1	Q6ZNW5	GDPP1_HUMAN	reviewed	GDP-D-glucose phosphorylase 1 (EC 2.7.7.78)	GDPGP1 C15orf58	Homo sapiens (Human)	385
Hspa4l	O95757	HS74L_HUMAN	reviewed	Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Heat-shock protein family A member 4-like protein) (HSPA4-like protein) (Osmotic stress protein 94)	HSPA4L APG1 OSP94	Homo sapiens (Human)	839
Ighg1	P01857	IGHG1_HUMAN	reviewed	Immunoglobulin heavy constant gamma 1 (Ig gamma-1 chain C region) (Ig gamma-1 chain C region EU) (Ig gamma-1 chain C region KOL) (Ig gamma-1 chain C region NIE)	IGHG1	Homo sapiens (Human)	330
Mbp	P02686	MBP_HUMAN	reviewed	Myelin basic protein (MBP) (Myelin A1 protein) (Myelin membrane encephalitogenic protein)	MBP	Homo sapiens (Human)	304
Mbp	P13727	PRG2_HUMAN	reviewed	Bone marrow proteoglycan (BMPG) (Proteoglycan 2) [Cleaved into: Eosinophil granule major basic protein (EMBP) (MBP) (Pregnancy-associated major basic protein)]	PRG2 MBP	Homo sapiens (Human)	222
Ndufaf3	Q9BU61	NDUF3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	NDUFAF3 C3orf60	Homo sapiens (Human)	184
Nif3l1	Q9GZT8	NIF3L_HUMAN	reviewed	NIF3-like protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 1 protein)	NIF3L1 ALS2CR1 MDS015 My018	Homo sapiens (Human)	377
Oat	P04181	OAT_HUMAN	reviewed	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase) [Cleaved into: Ornithine aminotransferase, hepatic form; Ornithine aminotransferase, renal form]	OAT	Homo sapiens (Human)	439
